timestamp_ms,rel_timestamp_ms,accel_x,accel_y,accel_z,label
1790088973306,6490,0.9876,9.5886,1.4566,Standing Still
1790088973328,6512,1.0223,9.6144,1.5380,Standing Still
1790088973348,6532,1.0301,9.6209,1.4901,Standing Still
1790088973369,6553,1.0080,9.6353,1.4213,Standing Still
1790088973391,6575,1.0020,9.5940,1.4483,Standing Still
1790088973412,6596,1.0301,9.5605,1.4997,Standing Still
1790088973433,6617,0.9751,9.5982,1.5254,Standing Still
1790088973455,6639,0.9715,9.6347,1.4518,Standing Still
1790088973474,6658,1.0020,9.6018,1.4471,Standing Still
1790088973497,6681,1.0223,9.5731,1.4931,Standing Still
1790088973517,6701,1.0164,9.5779,1.4596,Standing Still
1790088973541,6725,1.0349,9.5713,1.4004,Standing Still
1790088973560,6744,1.0319,9.5749,1.4148,Standing Still
1790088973581,6765,1.0098,9.5856,1.4297,Standing Still
1790088973604,6788,1.0158,9.5982,1.4536,Standing Still
1790088973625,6809,0.9876,9.5791,1.5093,Standing Still
1790088973644,6828,0.9781,9.5809,1.4423,Standing Still
1790088973667,6851,0.9906,9.5581,1.4052,Standing Still
1790088973688,6872,0.9918,9.5599,1.4471,Standing Still
1790088973711,6895,1.0134,9.5629,1.4369,Standing Still
1790088973731,6915,1.0080,9.5510,1.3992,Standing Still
1790088973752,6936,0.9894,9.5426,1.3651,Standing Still
1790088973773,6957,0.9984,9.5300,1.4704,Standing Still
1790088973794,6978,0.9272,9.5551,1.4740,Standing Still
1790088973814,6998,0.9858,9.5791,1.4052,Standing Still
1790088973835,7019,1.0164,9.5342,1.4453,Standing Still
1790088973857,7041,0.9176,9.5653,1.5087,Standing Still
1790088973881,7065,0.9350,9.6544,1.4297,Standing Still
1790088973899,7083,1.0307,9.6084,1.4512,Standing Still
1790088973920,7104,1.0134,9.5175,1.4919,Standing Still
1790088973943,7127,0.9440,9.5222,1.4279,Standing Still
1790088973963,7147,0.9589,9.5731,1.4656,Standing Still
1790088973983,7167,0.9972,9.6203,1.4997,Standing Still
1790088974006,7190,1.0116,9.6443,1.4800,Standing Still
1790088974027,7211,0.9894,9.6509,1.4297,Standing Still
1790088974048,7232,0.9541,9.6203,1.4656,Standing Still
1790088974071,7255,0.9511,9.5821,1.5015,Standing Still
1790088974090,7274,0.9428,9.5569,1.4788,Standing Still
1790088974111,7295,0.9799,9.5845,1.3860,Standing Still
1790088974134,7318,1.0337,9.5886,1.4536,Standing Still
1790088974153,7337,1.0020,9.6108,1.5248,Standing Still
1790088974175,7359,0.9733,9.6275,1.5075,Standing Still
1790088974196,7380,0.9637,9.5940,1.4345,Standing Still
1790088974217,7401,0.9906,9.5827,1.4375,Standing Still
1790088974238,7422,0.9984,9.5982,1.4770,Standing Still
1790088974261,7445,0.9775,9.6066,1.4752,Standing Still
1790088974281,7465,0.9398,9.5982,1.4357,Standing Still
1790088974303,7487,0.9505,9.6156,1.4405,Standing Still
1790088974322,7506,0.9793,9.5653,1.4608,Standing Still
